tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N676DL,1992.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N677AW,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N678AW,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N679DA,1992.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N680AW,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N680DA,1992.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N68453,2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan
N684DA,1993.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N687SW,1986.0,Fixed wing multi engine,BOEING,737-3Q8,2,149,,Turbo-fan
N688DL,1998.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N69059,2002.0,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet
N69063,2002.0,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet
N690DL,1998.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N69804,2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan
N702UW,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N703JB,2008.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N703TW,1996.0,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan
N703UW,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N705JB,2008.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N705TW,1997.0,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan
N706JB,2008.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N706SW,1998.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N706TW,1997.0,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan
N707EV,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N708UW,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N709EV,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N709TW,1997.0,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan
N709UW,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N710SW,1998.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N710TW,1997.0,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan
N711MQ,1976.0,Fixed wing multi engine,GULFSTREAM AEROSPACE,G1159B,2,22,,Turbo-jet
N711ZX,1997.0,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan
N712EV,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N712JB,2008.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N712TW,1997.0,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan
N713EV,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N713TW,1997.0,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan
N715SW,1998.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N715UW,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N716UW,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N717EV,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N717JL,2002.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N717TW,1999.0,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan
N718EV,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N718TW,1999.0,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan
N719EV,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N719SW,1998.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N720EV,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N721TW,1999.0,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan
N721UW,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N722EV,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N722TW,1999.0,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan
N723EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N723TW,2000.0,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan
N72405,2001.0,Fixed wing multi engine,BOEING,737-924,2,191,,Turbo-fan
N724EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N724SW,1999.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N724UW,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N725SW,1999.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N725UW,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N727TW,1999.0,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan
N729JB,,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N730EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N730SW,1999.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N73259,2001.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N73270,2001.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N73278,,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N733UW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N73406,2001.0,Fixed wing multi engine,BOEING,737-924,2,191,,Turbo-fan
N736SA,1999.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N737MQ,1977.0,Fixed wing single engine,CESSNA,172N,1,4,105.0,Reciprocating
N740EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N741EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N741SA,1998.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N741UW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N742PS,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N744EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N744P,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N745VJ,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N746JB,2008.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N746UW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N748EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N748UW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N749US,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N751EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N751UW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N752EV,,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N753EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N753SW,1999.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N753US,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N75410,2001.0,Fixed wing multi engine,BOEING,737-924,2,191,,Turbo-fan
N75429,2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan
N75432,2009.0,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan
N75436,2009.0,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan
N754EV,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N754UW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N755EV,,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N755US,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N756US,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N757UW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N75851,2001.0,Fixed wing multi engine,BOEING,757-324,2,275,,Turbo-fan
N75853,2002.0,Fixed wing multi engine,BOEING,757-324,2,275,,Turbo-fan
N75854,2002.0,Fixed wing multi engine,BOEING,757-324,2,275,,Turbo-fan
N75858,2004.0,Fixed wing multi engine,BOEING,757-324,2,275,,Turbo-fan
N758EV,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N758US,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N759EV,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N760EV,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N760US,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N76269,2001.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N762SW,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N763JB,2008.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N763SW,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N763US,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N764SW,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N76503,,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76504,2006.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76508,2008.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76515,2008.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76517,2008.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76519,2009.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76522,2010.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76523,2010.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76526,2010.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76528,2010.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N76529,2010.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N766SW,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N766US,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N768JB,2009.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N768US,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N770UW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan
N77296,2005.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N772SK,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N7732A,2006.0,Fixed wing multi engine,BOEING,737-7BD,2,149,,Turbo-fan
N77431,2009.0,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan
N77518,2008.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N77525,2010.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N77530,2011.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N776WN,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N779JB,2009.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N779NC,1979.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-51,2,139,432.0,Turbo-jet
N779SW,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N781WN,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N78285,2004.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N783SW,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N78448,2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan
N784JB,2011.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N78509,2008.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N78511,2008.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N786SW,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N787SA,2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N789JB,2011.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N789SK,2009.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N793SA,2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N794JB,2011.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N79521,2010.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N796JB,2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N796SW,2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N799SW,,Fixed wing multi engine,BOEING,737-7Q8,2,149,,Turbo-fan
N800AY,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N801AY,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N801UA,1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N802UA,1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N804JB,2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N804UA,1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N805AY,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N805JB,2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N805UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N806JB,2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N806UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N807JB,2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N807UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N808UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N809JB,2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N811UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N813UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N814UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N815UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N817UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N818UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N819UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N820AY,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N820UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N821JB,2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N821UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N822UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N823UA,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N825AS,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,,Turbo-fan
N825UA,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N826AS,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,,Turbo-fan
N827AS,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,,Turbo-fan
N827AW,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,,Turbo-jet
N827JB,2013.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N828AS,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,,Turbo-fan
N828JB,2013.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N828UA,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N829AS,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,,Turbo-fan
N8301J,2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,,Turbo-fan
N830AS,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,,Turbo-fan
N830AY,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N830UA,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N8314L,2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,,Turbo-fan
N8325D,2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,,Turbo-fan
N832AS,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,,Turbo-fan
N832UA,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N833AS,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N834AS,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N835AS,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N835AY,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N835VA,2010.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N836AS,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N836AY,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N836VA,2010.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N837UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N838UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N839VA,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N840VA,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N8416B,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N841UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N844VA,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N8458A,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N846UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N846VA,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N847UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N847VA,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N848UA,2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N8492C,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8495B,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N849VA,2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N8501F,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N850UA,2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,,Turbo-jet
N851UA,2002.0,Fixed wing multi engine,AIRBUS,A319-131,2,179,,Turbo-jet
N851VA,2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N8525B,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N853UA,2002.0,Fixed wing multi engine,AIRBUS,A319-131,2,179,,Turbo-jet
N854VA,2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N855UA,2002.0,Fixed wing multi engine,AIRBUS,A319-131,2,179,,Turbo-jet
N855VA,2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N8588D,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8610A,2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,,Turbo-fan
N8611A,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8694A,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8733G,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8736A,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N87507,2008.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N87512,2008.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N87513,2008.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N87527,2010.0,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan
N8758D,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N877AS,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8797A,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8800G,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8828D,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8869B,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8877A,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8907A,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8908D,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8914A,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8918B,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8921B,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8923A,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8924B,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8933B,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8940E,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8948B,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8968E,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N8976E,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
N900DE,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet
N901XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N902XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N904DL,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N904WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N905DE,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet
N905DL,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N905XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N906XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N907DE,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,,Turbo-jet
N907XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N908WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N908XJ,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N909DL,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,,Turbo-fan
N909EV,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan
